,PC1,PC2,vendor,model,overall_score
34,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
35,-2.4342878879585648,0.04041546038946541,Google,gemini-1.5-pro,3.0
36,2.4065653271310334,0.01274234908396873,OpenAI,gpt-4.1-nano,5.0
37,-1.268885474761582,1.1816662039062156,Google,gemini-1.5-pro,3.5
38,1.195315291580058,-0.2972342440968536,Anthropic,claude-3-opus-20240229,4.5
39,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
40,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
41,-0.5723381671942424,-0.15465941157138768,Google,gemini-1.5-pro,3.75
42,0.03251389566511321,0.17156327362286483,Anthropic,claude-3-opus-20240229,4.0
43,1.8460149767934058,-0.802285709238529,GROK,grok-3-mini,4.75
44,2.4065653271310334,0.01274234908396873,Google,gemini-1.5-pro,5.0
45,-1.7835882027452172,-0.46463600475221006,OpenAI,gpt-4.1-nano,3.25
46,1.8460149767934058,-0.802285709238529,Anthropic,claude-3-opus-20240229,4.75
47,2.4065653271310334,0.01274234908396873,OpenAI,gpt-4.1-nano,5.0
48,1.8022408179965643,0.6627781831117918,Google,gemini-1.5-pro,4.75
49,0.6368384047995816,-0.47847256040495845,GROK,grok-3-mini,4.25
50,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
51,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
52,-0.5723381671942424,-0.15465941157138768,OpenAI,gpt-4.1-nano,3.75
53,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
54,2.4065653271310334,0.01274234908396873,Google,gemini-1.5-pro,5.0
55,2.4065653271310334,0.01274234908396873,OpenAI,gpt-4.1-nano,5.0
56,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
57,2.4065653271310334,0.01274234908396873,Google,gemini-1.5-pro,5.0
58,2.4065653271310334,0.01274234908396873,OpenAI,gpt-4.1-nano,5.0
59,2.4065653271310334,0.01274234908396873,Google,gemini-1.5-pro,5.0
60,2.4065653271310334,0.01274234908396873,OpenAI,gpt-4.1-nano,5.0
61,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
62,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
63,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
64,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
65,-0.6187133432731216,-0.2996437804575355,Google,gemini-1.5-pro,3.75
66,2.4065653271310334,0.01274234908396873,Google,gemini-1.5-pro,5.0
67,2.4065653271310334,0.01274234908396873,OpenAI,gpt-4.1-nano,5.0
68,0.5904632287207024,-0.6234569292911061,GROK,grok-3-mini,4.25
69,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
70,2.4065653271310334,0.01274234908396873,Google,gemini-1.5-pro,5.0
71,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
72,2.4065653271310334,0.01274234908396873,OpenAI,gpt-4.1-nano,5.0
73,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
74,0.5909907824455896,0.3528015899309695,Google,gemini-1.5-pro,4.25
75,-0.6181857895482346,0.6766147387645403,Anthropic,claude-3-opus-20240229,3.75
76,1.8022408179965643,0.6627781831117918,GROK,grok-3-mini,4.75
77,-1.8299633788240965,-0.6096203736383579,GROK,grok-3-mini,3.25
78,-0.01386128041376598,0.02657890473671703,Google,gemini-1.5-pro,4.0
79,0.030440432107962375,-0.46222646839152826,OpenAI,gpt-4.1-nano,4.0
80,-0.5744116307513932,-0.7884491535857807,Google,gemini-1.5-pro,3.75
81,1.195315291580058,-0.2972342440968536,Anthropic,claude-3-opus-20240229,4.5
82,-0.5744116307513932,-0.7884491535857807,GROK,grok-3-mini,3.75
83,-0.01386128041376598,0.02657890473671703,OpenAI,gpt-4.1-nano,4.0
84,-1.1792636936107488,-1.1146718387800332,OpenAI,gpt-4.1-nano,3.5
85,-0.01386128041376598,0.02657890473671703,GROK,grok-3-mini,4.0
86,0.5466890699238611,0.8416069630592148,Anthropic,claude-3-opus-20240229,4.25
87,0.5466890699238611,0.8416069630592148,Google,gemini-1.5-pro,4.25
88,-0.01386128041376598,0.02657890473671703,Google,gemini-1.5-pro,4.0
89,-0.01386128041376598,0.02657890473671703,OpenAI,gpt-4.1-nano,4.0
90,-1.8299633788240965,-0.6096203736383579,GROK,grok-3-mini,3.25
91,1.1515411327832168,1.1678296482534674,Anthropic,claude-3-opus-20240229,4.5
92,-0.01386128041376598,0.02657890473671703,Google,gemini-1.5-pro,4.0
93,-0.01386128041376598,0.02657890473671703,Google,gemini-1.5-pro,4.0
94,-0.5744116307513932,-0.7884491535857807,Anthropic,claude-3-opus-20240229,3.75
95,-0.5744116307513932,-0.7884491535857807,GROK,grok-3-mini,3.75
96,-0.5744116307513932,-0.7884491535857807,OpenAI,gpt-4.1-nano,3.75
97,-0.5744116307513932,-0.7884491535857807,OpenAI,gpt-4.1-nano,3.75
98,-1.8732099838960508,1.8317020379340387,OpenAI,gpt-4.1-nano,3.25
99,0.5466890699238611,0.8416069630592148,Anthropic,claude-3-opus-20240229,4.25
100,-0.6181857895482346,0.6766147387645403,Google,gemini-1.5-pro,3.75
101,-1.8737375376209378,0.8554435187119631,GROK,grok-3-mini,3.25
102,1.8460149767934058,-0.802285709238529,OpenAI,gpt-4.1-nano,4.75
103,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
104,-1.8737375376209378,0.8554435187119631,OpenAI,gpt-4.1-nano,3.25
105,0.6368384047995816,-0.47847256040495845,Google,gemini-1.5-pro,4.25
106,0.6368384047995816,-0.47847256040495845,GROK,grok-3-mini,4.25
107,-0.01386128041376598,0.02657890473671703,Anthropic,claude-3-opus-20240229,4.0
108,-2.478062046755406,1.5054793527397863,GROK,grok-3-mini,3.0
109,-1.22303785240759,0.3503920535702877,OpenAI,gpt-4.1-nano,3.5
110,-0.01386128041376598,0.02657890473671703,Anthropic,claude-3-opus-20240229,4.0
111,1.2416904676589373,-0.1522498752107059,Google,gemini-1.5-pro,4.5
112,0.6368384047995816,-0.47847256040495845,GROK,grok-3-mini,4.25
113,-0.01386128041376598,0.02657890473671703,Google,gemini-1.5-pro,4.0
114,0.5904632287207024,-0.6234569292911061,OpenAI,gpt-4.1-nano,4.25
115,0.6368384047995816,-0.47847256040495845,Anthropic,claude-3-opus-20240229,4.25
116,1.2411629139340503,-1.1285083944327816,Anthropic,claude-3-opus-20240229,4.5
117,-0.01386128041376598,0.02657890473671703,GROK,grok-3-mini,4.0
118,-0.10348306156459947,2.322916947422966,Anthropic,claude-3-opus-20240229,4.0
119,-0.5744116307513932,-0.7884491535857807,Google,gemini-1.5-pro,3.75
120,-0.5744116307513932,-0.7884491535857807,OpenAI,gpt-4.1-nano,3.75
121,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
122,-3.6898396360312677,0.21924424033688827,Google,gemini-1.5-pro,2.5
123,0.6368384047995816,-0.47847256040495845,OpenAI,gpt-4.1-nano,4.25
124,-2.478589600480293,0.5292208335177107,Anthropic,claude-3-opus-20240229,3.0
125,0.6368384047995816,-0.47847256040495845,GROK,grok-3-mini,4.25
126,-1.2694130284864693,0.2054076846841399,OpenAI,gpt-4.1-nano,3.5
127,-1.8737375376209378,0.8554435187119631,Google,gemini-1.5-pro,3.25
128,-0.01386128041376598,0.02657890473671703,Anthropic,claude-3-opus-20240229,4.0
129,0.5909907824455896,0.3528015899309695,GROK,grok-3-mini,4.25
130,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
131,0.5466890699238611,0.8416069630592148,OpenAI,gpt-4.1-nano,4.25
132,2.4065653271310334,0.01274234908396873,OpenAI,gpt-4.1-nano,5.0
133,2.4065653271310334,0.01274234908396873,Google,gemini-1.5-pro,5.0
134,-1.22303785240759,0.3503920535702877,Anthropic,claude-3-opus-20240229,3.5
135,2.4065653271310334,0.01274234908396873,Google,gemini-1.5-pro,5.0
136,-1.8737375376209378,0.8554435187119631,Google,gemini-1.5-pro,3.25
137,-0.01386128041376598,0.02657890473671703,OpenAI,gpt-4.1-nano,4.0
138,-0.01386128041376598,0.02657890473671703,GROK,grok-3-mini,4.0
139,-1.7835882027452172,-0.46463600475221006,Anthropic,claude-3-opus-20240229,3.25
140,1.2411629139340503,-1.1285083944327816,GROK,grok-3-mini,4.5
141,-1.8737375376209378,0.8554435187119631,OpenAI,gpt-4.1-nano,3.25
142,-2.4342878879585648,0.04041546038946541,Anthropic,claude-3-opus-20240229,3.0
143,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
144,-3.0391399508179204,-0.2858072248047871,Google,gemini-1.5-pro,2.75
145,1.2411629139340503,-1.1285083944327816,OpenAI,gpt-4.1-nano,4.5
146,-2.4342878879585648,0.04041546038946541,GROK,grok-3-mini,3.0
147,-1.2251113159647409,-0.2833976884441054,OpenAI,gpt-4.1-nano,3.5
148,-4.854714495503364,0.054252016042213864,Google,gemini-1.5-pro,2.0
149,-2.4342878879585648,0.04041546038946541,Anthropic,claude-3-opus-20240229,3.0
150,-0.01386128041376598,0.02657890473671703,OpenAI,gpt-4.1-nano,4.0
151,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
152,-1.2694130284864693,0.2054076846841399,GROK,grok-3-mini,3.5
153,2.4065653271310334,0.01274234908396873,Google,gemini-1.5-pro,5.0
154,-2.4342878879585648,0.04041546038946541,Anthropic,claude-3-opus-20240229,3.0
155,2.4065653271310334,0.01274234908396873,Google,gemini-1.5-pro,5.0
156,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
157,1.8460149767934058,-0.802285709238529,GROK,grok-3-mini,4.75
158,0.5008414475698689,1.6728811133951427,Anthropic,claude-3-opus-20240229,4.25
159,0.5466890699238611,0.8416069630592148,Google,gemini-1.5-pro,4.25
160,-1.3131871872833105,1.670471577034461,OpenAI,gpt-4.1-nano,3.5
161,-2.4342878879585648,0.04041546038946541,Google,gemini-1.5-pro,3.0
162,-0.01386128041376598,0.02657890473671703,Anthropic,claude-3-opus-20240229,4.0
163,-0.01386128041376598,0.02657890473671703,GROK,grok-3-mini,4.0
164,-0.01386128041376598,0.02657890473671703,OpenAI,gpt-4.1-nano,4.0
165,-0.01386128041376598,0.02657890473671703,Anthropic,claude-3-opus-20240229,4.0
166,2.4065653271310334,0.01274234908396873,Google,gemini-1.5-pro,5.0
167,-1.268885474761582,1.1816662039062156,Google,gemini-1.5-pro,3.5
168,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
169,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
170,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
171,1.2411629139340503,-1.1285083944327816,GROK,grok-3-mini,4.5
172,1.7558656419176852,0.5177938142256442,Google,gemini-1.5-pro,4.75
173,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
174,1.1515411327832168,1.1678296482534674,Anthropic,claude-3-opus-20240229,4.5
175,2.4065653271310334,0.01274234908396873,OpenAI,gpt-4.1-nano,5.0
176,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
177,-0.10348306156459947,2.322916947422966,GROK,grok-3-mini,4.0
178,2.4065653271310334,0.01274234908396873,OpenAI,gpt-4.1-nano,5.0
179,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
180,2.4065653271310334,0.01274234908396873,OpenAI,gpt-4.1-nano,5.0
181,2.4065653271310334,0.01274234908396873,Google,gemini-1.5-pro,5.0
182,-0.10348306156459947,2.322916947422966,Anthropic,claude-3-opus-20240229,4.0
183,1.1515411327832168,1.1678296482534674,Google,gemini-1.5-pro,4.5
184,-1.3585072559124156,3.478004246592465,OpenAI,gpt-4.1-nano,3.5
185,1.8017132642716776,-0.3134803361102838,Anthropic,claude-3-opus-20240229,4.75
186,-0.6187133432731216,-0.2996437804575355,OpenAI,gpt-4.1-nano,3.75
187,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
188,-0.6181857895482346,0.6766147387645403,GROK,grok-3-mini,3.75
189,1.1515411327832168,1.1678296482534674,Anthropic,claude-3-opus-20240229,4.5
190,1.1515411327832168,1.1678296482534674,OpenAI,gpt-4.1-nano,4.5
191,-1.222510298682703,1.3266505727923634,Google,gemini-1.5-pro,3.5
192,-0.5744116307513932,-0.7884491535857807,Google,gemini-1.5-pro,3.75
193,1.8022408179965643,0.6627781831117918,OpenAI,gpt-4.1-nano,4.75
194,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
195,-0.6187133432731216,-0.2996437804575355,Anthropic,claude-3-opus-20240229,3.75
196,1.195315291580058,-0.2972342440968536,Google,gemini-1.5-pro,4.5
197,-0.01386128041376598,0.02657890473671703,OpenAI,gpt-4.1-nano,4.0
198,-0.01386128041376598,0.02657890473671703,GROK,grok-3-mini,4.0
199,1.8017132642716776,-0.3134803361102838,OpenAI,gpt-4.1-nano,4.75
200,2.4065653271310334,0.01274234908396873,Google,gemini-1.5-pro,5.0
201,1.2411629139340503,-1.1285083944327816,OpenAI,gpt-4.1-nano,4.5
202,1.2411629139340503,-1.1285083944327816,Anthropic,claude-3-opus-20240229,4.5
203,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
204,1.1973887551372089,0.3365554979175393,Google,gemini-1.5-pro,4.5
205,-0.01386128041376598,0.02657890473671703,Google,gemini-1.5-pro,4.0
206,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
207,-2.3446661068077312,-2.255922582296783,GROK,grok-3-mini,3.0
208,-1.1792636936107488,-1.1146718387800332,OpenAI,gpt-4.1-nano,3.5
209,-0.01386128041376598,0.02657890473671703,Anthropic,claude-3-opus-20240229,4.0
210,-2.3884402656045727,-0.7908586899464626,GROK,grok-3-mini,3.0
211,-1.7841157564701042,-1.4408945239742859,OpenAI,gpt-4.1-nano,3.25
212,-1.7841157564701042,-1.4408945239742859,Google,gemini-1.5-pro,3.25
213,-3.0391399508179204,-0.2858072248047871,GROK,grok-3-mini,2.75
214,-1.7835882027452172,-0.46463600475221006,Google,gemini-1.5-pro,3.25
215,-0.01386128041376598,0.02657890473671703,Anthropic,claude-3-opus-20240229,4.0
216,-3.0391399508179204,-0.2858072248047871,OpenAI,gpt-4.1-nano,2.75
217,-0.01386128041376598,0.02657890473671703,Anthropic,claude-3-opus-20240229,4.0
218,-3.645537923509539,-0.269561132791357,GROK,grok-3-mini,2.5
219,-3.5996903011555474,-1.100835283127285,OpenAI,gpt-4.1-nano,2.5
220,-1.8737375376209378,0.8554435187119631,Google,gemini-1.5-pro,3.25
221,-0.01386128041376598,0.02657890473671703,Anthropic,claude-3-opus-20240229,4.0
222,-3.084987573171912,0.5454669255311407,GROK,grok-3-mini,2.75
223,-0.5744116307513932,-0.7884491535857807,Google,gemini-1.5-pro,3.75
224,-2.4342878879585648,0.04041546038946541,OpenAI,gpt-4.1-nano,3.0
225,-2.4342878879585648,0.04041546038946541,OpenAI,gpt-4.1-nano,3.0
226,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
227,1.8460149767934058,-0.802285709238529,OpenAI,gpt-4.1-nano,4.75
228,-0.5723381671942424,-0.15465941157138768,OpenAI,gpt-4.1-nano,3.75
229,1.8022408179965643,0.6627781831117918,Anthropic,claude-3-opus-20240229,4.75
230,0.03251389566511321,0.17156327362286483,Google,gemini-1.5-pro,4.0
231,0.6806125635964231,-1.9435364527552794,GROK,grok-3-mini,4.25
232,-0.528564008397401,-1.6197233039217087,OpenAI,gpt-4.1-nano,3.75
233,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
234,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
235,1.2411629139340503,-1.1285083944327816,Google,gemini-1.5-pro,4.5
236,0.07628805446195455,-1.2935006187274563,GROK,grok-3-mini,4.0
237,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
238,0.6368384047995816,-0.47847256040495845,Google,gemini-1.5-pro,4.25
239,2.4065653271310334,0.01274234908396873,OpenAI,gpt-4.1-nano,5.0
240,2.4065653271310334,0.01274234908396873,OpenAI,gpt-4.1-nano,5.0
241,-1.1792636936107488,-1.1146718387800332,Google,gemini-1.5-pro,3.5
242,1.8017132642716776,-0.3134803361102838,Anthropic,claude-3-opus-20240229,4.75
243,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
244,0.12006221325879594,-2.758564511077777,Google,gemini-1.5-pro,4.0
245,-1.8294358250992093,0.3666381455837179,OpenAI,gpt-4.1-nano,3.25
246,-2.9489906159421997,-1.6058867482689603,GROK,grok-3-mini,2.75
247,-0.01386128041376598,0.02657890473671703,OpenAI,gpt-4.1-nano,4.0
248,1.8460149767934058,-0.802285709238529,Google,gemini-1.5-pro,4.75
249,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
250,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
251,1.8460149767934058,-0.802285709238529,OpenAI,gpt-4.1-nano,4.75
252,1.8460149767934058,-0.802285709238529,Google,gemini-1.5-pro,4.75
253,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
254,1.195315291580058,-0.2972342440968536,OpenAI,gpt-4.1-nano,4.5
255,-1.8278899152669457,0.024169368376035227,Anthropic,claude-3-opus-20240229,3.25
256,-2.9489906159421997,-1.6058867482689603,Google,gemini-1.5-pro,2.75
257,1.8460149767934058,-0.802285709238529,Anthropic,claude-3-opus-20240229,4.75
258,1.2854646264557787,-1.6173137675610267,Google,gemini-1.5-pro,4.5
259,1.8460149767934058,-0.802285709238529,OpenAI,gpt-4.1-nano,4.75
260,1.2416904676589373,-0.1522498752107059,Anthropic,claude-3-opus-20240229,4.5
261,1.8022408179965643,0.6627781831117918,GROK,grok-3-mini,4.75
262,-2.344138553082844,-1.2796640630747078,OpenAI,gpt-4.1-nano,3.0
263,-0.6187133432731216,-0.2996437804575355,GROK,grok-3-mini,3.75
264,-1.222510298682703,1.3266505727923634,Google,gemini-1.5-pro,3.5
265,-0.6187133432731216,-0.2996437804575355,Anthropic,claude-3-opus-20240229,3.75
266,-0.01386128041376598,0.02657890473671703,GROK,grok-3-mini,4.0
267,-1.268885474761582,1.1816662039062156,Google,gemini-1.5-pro,3.5
268,-1.7398140439483758,-1.929699897102531,Anthropic,claude-3-opus-20240229,3.25
269,-0.6181857895482346,0.6766147387645403,OpenAI,gpt-4.1-nano,3.75
270,-0.01386128041376598,0.02657890473671703,GROK,grok-3-mini,4.0
271,-1.8278899152669457,0.024169368376035227,Google,gemini-1.5-pro,3.25
272,-0.6187133432731216,-0.2996437804575355,Anthropic,claude-3-opus-20240229,3.75
273,-1.1787361398858616,-0.1384133195579575,OpenAI,gpt-4.1-nano,3.5
274,1.195315291580058,-0.2972342440968536,OpenAI,gpt-4.1-nano,4.5
275,1.8022408179965643,0.6627781831117918,Anthropic,claude-3-opus-20240229,4.75
276,1.8022408179965643,0.6627781831117918,Anthropic,claude-3-opus-20240229,4.75
277,0.07628805446195455,-1.2935006187274563,GROK,grok-3-mini,4.0
278,1.8022408179965643,0.6627781831117918,OpenAI,gpt-4.1-nano,4.75
279,0.6368384047995816,-0.47847256040495845,Anthropic,claude-3-opus-20240229,4.25
280,-0.01386128041376598,0.02657890473671703,Google,gemini-1.5-pro,4.0
281,-1.7835882027452172,-0.46463600475221006,OpenAI,gpt-4.1-nano,3.25
282,-0.7088626781488422,1.0204357430066375,GROK,grok-3-mini,3.75
283,-0.6645609656271138,0.5316303698783924,Anthropic,claude-3-opus-20240229,3.75
284,-0.6645609656271138,0.5316303698783924,Google,gemini-1.5-pro,3.75
285,-0.661959948345076,2.1416786311148615,Google,gemini-1.5-pro,3.75
286,-1.9195851599749296,1.6867176690478909,GROK,grok-3-mini,3.25
287,1.8022408179965643,0.6627781831117918,Anthropic,claude-3-opus-20240229,4.75
288,-0.6645609656271138,0.5316303698783924,OpenAI,gpt-4.1-nano,3.75
289,-0.01386128041376598,0.02657890473671703,Anthropic,claude-3-opus-20240229,4.0
290,-0.6181857895482346,0.6766147387645403,Google,gemini-1.5-pro,3.75
291,-0.01386128041376598,0.02657890473671703,GROK,grok-3-mini,4.0
292,-0.01386128041376598,0.02657890473671703,OpenAI,gpt-4.1-nano,4.0
293,1.1515411327832168,1.1678296482534674,OpenAI,gpt-4.1-nano,4.5
294,-0.5744116307513932,-0.7884491535857807,Anthropic,claude-3-opus-20240229,3.75
295,-2.994838238296192,-0.7746125979330324,GROK,grok-3-mini,2.75
296,-0.01386128041376598,0.02657890473671703,Google,gemini-1.5-pro,4.0
297,1.8017132642716776,-0.3134803361102838,GROK,grok-3-mini,4.75
298,-0.6181857895482346,0.6766147387645403,OpenAI,gpt-4.1-nano,3.75
299,-0.01386128041376598,0.02657890473671703,Anthropic,claude-3-opus-20240229,4.0
300,-1.8299633788240965,-0.6096203736383579,Google,gemini-1.5-pro,3.25
301,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
302,2.4065653271310334,0.01274234908396873,Google,gemini-1.5-pro,5.0
303,1.8022408179965643,0.6627781831117918,GROK,grok-3-mini,4.75
304,-0.5744116307513932,-0.7884491535857807,OpenAI,gpt-4.1-nano,3.75
305,-0.5749391844762802,-1.7647076728078563,GROK,grok-3-mini,3.75
306,-0.01386128041376598,0.02657890473671703,OpenAI,gpt-4.1-nano,4.0
307,2.4065653271310334,0.01274234908396873,OpenAI,gpt-4.1-nano,5.0
308,1.2411629139340503,-1.1285083944327816,GROK,grok-3-mini,4.5
309,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
310,2.4065653271310334,0.01274234908396873,Google,gemini-1.5-pro,5.0
311,-2.995365792021079,-1.7508711171551081,GROK,grok-3-mini,2.75
312,-0.01386128041376598,0.02657890473671703,GROK,grok-3-mini,4.0
313,-1.8737375376209378,0.8554435187119631,Google,gemini-1.5-pro,3.25
314,0.5466890699238611,0.8416069630592148,Anthropic,claude-3-opus-20240229,4.25
315,-0.01386128041376598,0.02657890473671703,Google,gemini-1.5-pro,4.0
316,-3.5996903011555474,-1.100835283127285,GROK,grok-3-mini,2.5
317,-3.5996903011555474,-1.100835283127285,GROK,grok-3-mini,2.5
318,-2.4342878879585648,0.04041546038946541,OpenAI,gpt-4.1-nano,3.0
319,-2.4342878879585648,0.04041546038946541,Anthropic,claude-3-opus-20240229,3.0
320,0.5472166236487481,1.8178654822812905,GROK,grok-3-mini,4.25
321,0.5909907824455896,0.3528015899309695,Anthropic,claude-3-opus-20240229,4.25
322,1.1973887551372089,0.3365554979175393,Google,gemini-1.5-pro,4.5
323,1.8022408179965643,0.6627781831117918,OpenAI,gpt-4.1-nano,4.75
324,2.4065653271310334,0.01274234908396873,Google,gemini-1.5-pro,5.0
325,2.4065653271310334,0.01274234908396873,GROK,grok-3-mini,5.0
326,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
327,1.7558656419176852,0.5177938142256442,OpenAI,gpt-4.1-nano,4.75
328,1.1973887551372089,0.3365554979175393,GROK,grok-3-mini,4.5
329,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
330,-3.6893120823063805,1.195502759558964,Google,gemini-1.5-pro,2.5
331,0.5466890699238611,0.8416069630592148,OpenAI,gpt-4.1-nano,4.25
332,-0.5744116307513932,-0.7884491535857807,Google,gemini-1.5-pro,3.75
333,-0.01386128041376598,0.02657890473671703,Anthropic,claude-3-opus-20240229,4.0
334,-1.2694130284864693,0.2054076846841399,OpenAI,gpt-4.1-nano,3.5
335,-0.6187133432731216,-0.2996437804575355,GROK,grok-3-mini,3.75
336,-0.01386128041376598,0.02657890473671703,GROK,grok-3-mini,4.0
337,2.4065653271310334,0.01274234908396873,Anthropic,claude-3-opus-20240229,5.0
338,-1.3131871872833105,1.670471577034461,Google,gemini-1.5-pro,3.5
339,-0.01386128041376598,0.02657890473671703,OpenAI,gpt-4.1-nano,4.0
340,-0.01386128041376598,0.02657890473671703,GROK,grok-3-mini,4.0
341,-4.944863830379084,1.3743315395063869,Google,gemini-1.5-pro,2.0
342,-0.01386128041376598,0.02657890473671703,GROK,grok-3-mini,4.0
343,-0.01386128041376598,0.02657890473671703,OpenAI,gpt-4.1-nano,4.0
344,-0.01386128041376598,0.02657890473671703,OpenAI,gpt-4.1-nano,4.0
345,-0.01386128041376598,0.02657890473671703,Anthropic,claude-3-opus-20240229,4.0
346,-1.268885474761582,1.1816662039062156,Google,gemini-1.5-pro,3.5
347,-0.01438883413865306,-0.9496796144853586,Anthropic,claude-3-opus-20240229,4.0
348,1.8017132642716776,-0.3134803361102838,Google,gemini-1.5-pro,4.75
